Wall time,Step,Value
1651404750.1923678,4660,0.14000000059604645
1651404750.2873685,4665,0.14000000059604645
1651404751.7313685,4680,0.14800000190734863
1651404752.410368,4715,0.1459999978542328
1651404752.6953676,4730,0.1459999978542328
1651404754.7723722,4775,0.15000000596046448
1651404755.1583722,4795,0.15000000596046448
1651404756.6683679,4810,0.14800000190734863
1651404756.7633681,4815,0.15000000596046448
1651404757.6283698,4860,0.14000000059604645
1651404758.9523726,4865,0.13600000739097595
1651404759.338368,4885,0.1379999965429306
1651404759.4343727,4890,0.1379999965429306
1651404759.532368,4895,0.13600000739097595
1651404760.1133676,4900,0.1379999965429306
1651404760.5093682,4920,0.14000000059604645
1651404760.606368,4925,0.14000000059604645
1651404761.998368,4940,0.14399999380111694
1651404762.096368,4945,0.14000000059604645
1651404762.8793674,4985,0.1379999965429306
1651404764.4753723,5005,0.13199999928474426
1651404764.6693723,5015,0.13600000739097595
1651404764.9113677,5025,0.12999999523162842
1651404765.0093682,5030,0.12999999523162842
1651404767.145368,5075,0.1340000033378601
1651404767.4383693,5090,0.13600000739097595
1651404769.4513724,5130,0.14000000059604645
1651404769.6453722,5140,0.13600000739097595
1651404770.0343678,5160,0.1340000033378601
1651404770.1313682,5165,0.13199999928474426
1651404771.8233678,5190,0.12800000607967377
1651404772.503368,5225,0.12600000202655792
1651404775.1883676,5280,0.11800000071525574
1651404775.3853707,5290,0.11599999666213989
1651404777.053368,5320,0.1120000034570694
1651404777.347368,5335,0.10400000214576721
1651404777.5433702,5345,0.09799999743700027
1651404777.9413679,5365,0.09600000083446503
1651404779.5083685,5385,0.08799999952316284
1651404779.705368,5395,0.08399999886751175
1651404780.207368,5420,0.07400000095367432
1651404780.306373,5425,0.07199999690055847
1651404780.404368,5430,0.07000000029802322
1651404782.42337,5470,0.057999998331069946
1651404783.0153682,5500,0.07599999755620956
1651404784.615368,5520,0.0560000017285347
1651404784.7133703,5525,0.0560000017285347
1651404784.816368,5530,0.04600000008940697
1651404786.9613676,5575,0.03799999877810478
1651404787.9013703,5600,0.03400000184774399
1651404790.3913722,5670,0.057999998331069946
1651404790.590368,5680,0.05400000140070915
1651404795.0283678,5780,0.0820000022649765
1651404795.127368,5785,0.08399999886751175
1651404795.5273678,5805,0.09399999678134918
1651404795.626368,5810,0.09000000357627869
1651404795.7253678,5815,0.08799999952316284
1651404799.9693677,5905,0.12800000607967377
1651404800.468372,5930,0.13199999928474426
1651404802.830368,5965,0.15399999916553497
1651404802.9323678,5970,0.15199999511241913
1651404803.5433683,6000,0.14000000059604645
1651404803.746368,6010,0.14800000190734863
1651404805.4573681,6035,0.17800000309944153
1651404805.658368,6045,0.18199999630451202
1651404805.8603678,6055,0.18400000035762787
1651404806.2693677,6075,0.1860000044107437
1651404810.8751457,6165,0.1720000058412552
1651404811.095146,6175,0.17800000309944153
1651404811.2981453,6185,0.18000000715255737
1651404813.3461688,6225,0.15800000727176666
1651404813.6621695,6240,0.15399999916553497
1651404815.7408338,6280,0.16200000047683716
1651404816.0518312,6295,0.16200000047683716
1651404816.8128312,6310,0.15399999916553497
1651404819.2453668,6375,0.16599999368190765
1651404821.22316,6410,0.1679999977350235
1651404821.8431604,6440,0.1679999977350235
1651404822.258983,6460,0.16200000047683716
1651404823.5982044,6465,0.16200000047683716
1651404823.7052069,6470,0.16200000047683716
1651404823.8102067,6475,0.1599999964237213
1651404824.4372025,6505,0.16599999368190765
1651404826.570202,6555,0.15199999511241913
1651404827.0842035,6580,0.1599999964237213
1651404827.1872075,6585,0.16200000047683716
1651404828.7462022,6600,0.1599999964237213
1651404829.366202,6630,0.15600000321865082
1651404829.5732062,6640,0.15000000596046448
1651404830.5012045,6655,0.14800000190734863
1651404831.866202,6670,0.14000000059604645
1651404832.181207,6685,0.13199999928474426
1651404832.2862036,6690,0.12800000607967377
1651404835.3822072,6780,0.10999999940395355
1651404837.7952023,6835,0.0860000029206276
1651404839.515205,6855,0.07999999821186066
1651404842.3312042,6930,0.05000000074505806
1651404842.6462076,6945,0.04600000008940697
1651404842.752207,6950,0.04600000008940697
1651404842.960202,6960,0.04600000008940697
1651404843.0652022,6965,0.04399999976158142
1651404848.0472023,7070,0.026000000536441803
1651404848.152202,7075,0.024000000208616257
1651404848.6792018,7100,0.019999999552965164
1651404850.1772022,7115,0.024000000208616257
1651404850.601202,7135,0.019999999552965164
1651404850.8152044,7145,0.017999999225139618
1651404851.283202,7165,0.017999999225139618
1651404852.9272022,7185,0.02800000086426735
1651404853.354202,7205,0.04600000008940697
1651404858.482202,7330,0.07800000160932541
1651404858.587202,7335,0.0860000029206276
1651404861.3462021,7390,0.11400000005960464
1651404863.3892012,7430,0.12399999797344208
1651404863.495206,7435,0.12600000202655792
1651404863.818202,7450,0.12800000607967377
1651404864.0362022,7460,0.12800000607967377
1651404864.143202,7465,0.13199999928474426
1651404866.3002043,7510,0.1459999978542328
1651404867.0662043,7545,0.15000000596046448
1651404871.066207,7620,0.15800000727176666
1651404871.1732023,7625,0.16200000047683716
1651404871.493202,7640,0.164000004529953
1651404872.2532022,7675,0.18000000715255737
1651404875.2512023,7735,0.18799999356269836
1651404876.8442042,7760,0.1940000057220459
1651404876.9542067,7765,0.1940000057220459
1651404877.1762066,7775,0.19200000166893005
1651404879.1392024,7810,0.21400000154972076
1651404879.9142022,7845,0.20999999344348907
1651404880.0242026,7850,0.21199999749660492
1651404882.2782073,7895,0.21799999475479126
1651404882.7132044,7915,0.2160000056028366
1651404882.9332073,7925,0.2160000056028366
1651404884.5552046,7945,0.2160000056028366
1651404885.5492024,7990,0.20999999344348907
1651404887.570202,8025,0.20999999344348907
1651404887.6772022,8030,0.21199999749660492
1651404888.7982018,8055,0.21199999749660492
1651404890.7592022,8095,0.21799999475479126
1651404892.9252062,8140,0.2240000069141388
1651404893.0392067,8145,0.22200000286102295
1651404893.485202,8165,0.23000000417232513
1651404894.0442016,8190,0.23199999332427979
1651404895.6582022,8205,0.2240000069141388
1651404895.8792021,8215,0.21799999475479126
1651404896.2132065,8230,0.21400000154972076
1651404896.5482066,8245,0.21199999749660492
1651404898.2352066,8265,0.20800000429153442
1651404899.1172018,8305,0.21199999749660492
1651404901.203202,8345,0.20399999618530273
1651404901.6422017,8365,0.20000000298023224
1651404901.9772024,8380,0.1940000057220459
1651404903.312202,8385,0.1979999989271164
1651404904.5262022,8415,0.1979999989271164
1651404904.6392066,8420,0.19599999487400055
1651404906.6042042,8460,0.1899999976158142
1651404907.056202,8480,0.18799999356269836
1651404907.167202,8485,0.18799999356269836
1651404907.279202,8490,0.1860000044107437
1651404907.5002046,8500,0.18400000035762787
1651404909.0412018,8515,0.17800000309944153
1651404909.865202,8550,0.17800000309944153
1651404909.9772022,8555,0.18000000715255737
1651404912.088202,8595,0.16599999368190765
1651404912.199202,8600,0.16200000047683716
1651404914.4132023,8645,0.15600000321865082
1651404914.867202,8665,0.1459999978542328
1651404915.093202,8675,0.15199999511241913
1651404915.2062075,8680,0.15199999511241913
1651404915.428202,8690,0.1420000046491623
1651404917.2662067,8715,0.14399999380111694
1651404917.379207,8720,0.1420000046491623
1651404917.605206,8730,0.14000000059604645
1651404917.7172067,8735,0.1379999965429306
1651404917.829202,8740,0.1379999965429306
1651404918.996202,8765,0.13600000739097595
1651404922.8692021,8835,0.12999999523162842
1651404923.892202,8880,0.12399999797344208
1651404925.885202,8910,0.1120000034570694
1651404926.6792061,8945,0.1120000034570694
1651404926.7912023,8950,0.1120000034570694
1651404929.051202,8995,0.11400000005960464
1651404931.1192026,9030,0.11800000071525574
1651404932.1372023,9075,0.11599999666213989
1651404933.6802022,9090,0.11599999666213989
1651404934.9772048,9125,0.11800000071525574
1651404935.2112021,9135,0.12200000137090683
1651404936.7022157,9155,0.13199999928474426
1651404937.8572023,9205,0.15000000596046448
1651404937.972218,9210,0.14399999380111694
1651404939.4992077,9225,0.1459999978542328
1651404940.0822022,9250,0.14399999380111694
1651404940.5382018,9270,0.15600000321865082
1651404943.2852023,9335,0.17599999904632568
1651404944.7192023,9345,0.18000000715255737
1651404944.834202,9350,0.17599999904632568
1651404945.5252023,9380,0.18199999630451202
1651404945.640202,9385,0.18400000035762787
1651404945.755202,9390,0.1860000044107437
1651404945.983202,9400,0.1940000057220459
1651404947.452202,9410,0.1979999989271164
1651404949.3922071,9470,0.21199999749660492
1651404954.432203,9560,0.23800000548362732
1651404955.1342027,9590,0.2639999985694885
1651404957.244202,9625,0.2639999985694885
1651404957.943202,9655,0.257999986410141
1651404959.664202,9675,0.2540000081062317
1651404959.897202,9685,0.2460000067949295
1651404960.134202,9695,0.2460000067949295
1651404960.829202,9725,0.27399998903274536
1651404962.453202,9740,0.2800000011920929
1651404962.6942022,9750,0.2840000092983246
1651404963.0432086,9765,0.27799999713897705
1651404963.3892064,9780,0.27799999713897705
1651404965.004202,9795,0.27799999713897705
1651404966.5462022,9840,0.27000001072883606
1651404966.7812047,9850,0.27799999713897705
1651404969.2932067,9910,0.27799999713897705
1651404969.4122028,9915,0.27799999713897705
1651404970.7102144,9920,0.2800000011920929
1651404973.5662022,9990,0.27799999713897705
1651404974.0402021,10010,0.27799999713897705
1651404974.5142045,10030,0.27399998903274536
1651404976.2412076,10050,0.27399998903274536
1651404976.3622067,10055,0.27799999713897705
1651404976.719202,10070,0.27799999713897705
1651404976.9642017,10080,0.2720000147819519
1651404977.2002025,10090,0.2680000066757202
1651404979.3932028,10130,0.28600001335144043
1651404979.626202,10140,0.28600001335144043
1651404980.5142014,10155,0.28999999165534973
1651404980.8742068,10170,0.29600000381469727
1651404982.3112063,10185,0.3059999942779541
1651404982.5492022,10195,0.30000001192092896
1651404982.9042032,10210,0.3019999861717224
1651404983.2612066,10225,0.2980000078678131
1651404987.6542268,10305,0.30399999022483826
1651404988.5138502,10340,0.3019999861717224
1651404989.1188502,10365,0.30000001192092896
1651404990.514237,10370,0.30399999022483826
1651404990.6372368,10375,0.3059999942779541
1651404990.8832366,10385,0.2980000078678131
1651404991.0072372,10390,0.2939999997615814
1651404991.2512372,10400,0.29600000381469727
1651404991.4952433,10410,0.30000001192092896
1651404991.9772367,10430,0.29600000381469727
1651404993.6922374,10450,0.30000001192092896
1651404994.289237,10475,0.30000001192092896
1651404994.5302415,10485,0.30000001192092896
1651404997.2268922,10520,0.2939999997615814
1651404997.4742382,10530,0.2919999957084656
1651404997.5992587,10535,0.28999999165534973
1651404999.281285,10560,0.2840000092983246
1651404999.7632854,10580,0.2800000011920929
1651405000.371285,10605,0.25999999046325684
1651405000.615287,10615,0.25200000405311584
1651405000.738285,10620,0.2540000081062317
1651405003.1672854,10670,0.2280000001192093
1651405003.3282876,10675,0.2280000001192093
1651405005.140285,10695,0.2199999988079071
1651405005.5022862,10710,0.20999999344348907
1651405005.877285,10725,0.19599999487400055
1651405005.9982853,10730,0.19200000166893005
1651405006.3642848,10745,0.1899999976158142
1651405006.487285,10750,0.1899999976158142
1651405007.9882848,10760,0.18400000035762787
1651405008.602955,10785,0.16599999368190765
1651405008.7249553,10790,0.16599999368190765
1651405010.9744215,10825,0.15399999916553497
1651405011.1034245,10830,0.15199999511241913
1651405012.0364192,10850,0.14399999380111694
1651405012.3184197,10860,0.1379999965429306
1651405012.5654197,10870,0.1340000033378601
1651405014.1174197,10890,0.12800000607967377
1651405015.3484197,10940,0.1120000034570694
1651405016.7824242,10950,0.10999999940395355
1651405017.0284202,10960,0.10599999874830246
1651405017.1494198,10965,0.10400000214576721
1651405017.6394193,10985,0.09200000017881393
1651405018.0044196,11000,0.09000000357627869
1651405020.1904197,11040,0.07599999755620956
1651405020.6874201,11060,0.07400000095367432
1651405023.6424217,11130,0.06800000369548798
1651405025.4364202,11150,0.06400000303983688
1651405025.6824198,11160,0.06400000303983688
1651405026.3014197,11185,0.06199999898672104
1651405026.4244225,11190,0.06599999964237213
1651405028.391419,11200,0.05999999865889549
1651405028.65242,11210,0.06800000369548798
1651405028.7754242,11215,0.07000000029802322
1651405029.0234199,11225,0.07800000160932541
1651405029.2694197,11235,0.07999999821186066
1651405029.3924196,11240,0.07999999821186066
1651405031.3544197,11275,0.08399999886751175
1651405031.7244246,11290,0.08399999886751175
1651405032.3444202,11315,0.09000000357627869
1651405035.0604215,11375,0.1120000034570694
1651405036.8394196,11395,0.11999999731779099
1651405037.2134197,11410,0.11999999731779099
1651405039.6994224,11460,0.1340000033378601
1651405040.4464204,11490,0.1340000033378601
1651405040.5714245,11495,0.1379999965429306
1651405040.82042,11505,0.14000000059604645
1651405042.4284217,11520,0.1459999978542328
1651405042.8034227,11535,0.14800000190734863
1651405042.9284236,11540,0.15000000596046448
1651405043.0534198,11545,0.14800000190734863
1651405045.9214196,11595,0.15800000727176666
1651405046.0474195,11600,0.1599999964237213
1651405046.1704197,11605,0.1599999964237213
1651405046.4204197,11615,0.16599999368190765
1651405049.1024196,11675,0.17599999904632568
1651405049.2294245,11680,0.17599999904632568
1651405049.3564239,11685,0.18000000715255737
1651405049.4824197,11690,0.17800000309944153
1651405051.7864196,11730,0.1679999977350235
1651405052.9224198,11775,0.17399999499320984
1651405057.5124192,11860,0.15800000727176666
1651405060.9734225,11930,0.15800000727176666
1651405061.5014198,11950,0.15600000321865082
1651405061.6264198,11955,0.15600000321865082
1651405061.881424,11965,0.16200000047683716
1651405064.1224189,12005,0.1679999977350235
1651405064.3784199,12015,0.17000000178813934
1651405066.1404197,12035,0.1679999977350235
1651405067.4194224,12085,0.18199999630451202
1651405069.6634197,12125,0.17599999904632568
1651405069.7884197,12130,0.18199999630451202
1651405072.4494195,12185,0.19599999487400055
1651405074.6754217,12225,0.2160000056028366
1651405076.0134199,12255,0.20399999618530273
1651405076.1464198,12260,0.20600000023841858
1651405076.405424,12270,0.21199999749660492
1651405076.6624217,12280,0.2199999988079071
1651405078.3814197,12305,0.2460000067949295
1651405082.0204196,12400,0.25
1651405084.0944195,12430,0.24799999594688416
1651405084.2224197,12435,0.25
1651405086.746422,12485,0.2540000081062317
1651405087.0194204,12495,0.2460000067949295
1651405087.4034204,12510,0.2460000067949295
1651405087.53142,12515,0.24400000274181366
1651405087.6604192,12520,0.24199999868869781
1651405090.2114198,12570,0.2639999985694885
1651405090.3404243,12575,0.25600001215934753
1651405090.7264202,12590,0.25999999046325684
1651405093.1704242,12620,0.27399998903274536
1651405093.8204198,12645,0.2759999930858612
1651405094.0834196,12655,0.2759999930858612
1651405094.3404198,12665,0.2759999930858612
1651405095.8204198,12675,0.2759999930858612
1651405097.0044196,12720,0.27799999713897705
1651405098.84842,12740,0.27799999713897705
1651405099.3704228,12760,0.2879999876022339
1651405099.6274197,12770,0.2879999876022339
1651405100.0184197,12785,0.2879999876022339
1651405102.3934202,12830,0.2939999997615814
1651405102.5224228,12835,0.30000001192092896
1651405103.0384197,12855,0.3019999861717224
1651405105.1054208,12885,0.2919999957084656
1651405105.36742,12895,0.2939999997615814
1651405108.6634195,12955,0.32199999690055847
1651405108.7944243,12960,0.328000009059906
1651405108.926424,12965,0.3319999873638153
1651405109.0584197,12970,0.33000001311302185
1651405109.4514196,12985,0.335999995470047
1651405111.1024225,13005,0.3400000035762787
1651405111.8884218,13035,0.3499999940395355
1651405112.0254197,13040,0.34599998593330383
1651405112.4204197,13055,0.34200000762939453
1651405114.746424,13095,0.3400000035762787
1651405116.6004221,13120,0.33399999141693115
1651405117.0024197,13135,0.33000001311302185
1651405117.3974245,13150,0.32600000500679016
1651405117.529422,13155,0.328000009059906
1651405119.5944242,13185,0.3100000023841858
1651405119.8564196,13195,0.31200000643730164
1651405120.64342,13225,0.2980000078678131
1651405121.04442,13240,0.30000001192092896
1651405122.7244194,13255,0.29600000381469727
1651405122.8554199,13260,0.29600000381469727
1651405123.3824193,13280,0.2919999957084656
1651405127.68342,13375,0.28600001335144043
1651405129.4224198,13395,0.2759999930858612
1651405129.6864197,13405,0.2759999930858612
1651405130.3534243,13430,0.26600000262260437
1651405132.245424,13455,0.2680000066757202
1651405135.21642,13520,0.25999999046325684
1651405135.7494197,13540,0.2540000081062317
1651405136.1494198,13555,0.25600001215934753
1651405139.4274242,13630,0.27000001072883606
1651405142.6344197,13685,0.2759999930858612
1651405142.7694197,13690,0.2759999930858612
1651405144.2544198,13705,0.27000001072883606
1651405145.0574195,13735,0.2639999985694885
1651405147.21542,13770,0.257999986410141
1651405147.3504198,13775,0.2540000081062317
1651405147.483422,13780,0.25
1651405147.6174195,13785,0.24799999594688416
1651405147.7514243,13790,0.24199999868869781
1651405147.8844213,13795,0.24199999868869781
1651405150.2154195,13835,0.2240000069141388
1651405154.5924242,13950,0.20000000298023224
1651405155.99342,13955,0.20000000298023224
1651405156.1274197,13960,0.20000000298023224
1651405157.061424,13995,0.18400000035762787
1651405160.3194196,14050,0.16200000047683716
1651405160.591424,14060,0.15399999916553497
1651405163.428422,14120,0.1420000046491623
1651405163.5624242,14125,0.14000000059604645
1651405163.9674199,14140,0.1340000033378601
1651405165.5184197,14150,0.12999999523162842
1651405165.6554246,14155,0.12999999523162842
1651405165.9274197,14165,0.13199999928474426
1651405169.772424,14260,0.12999999523162842
1651405171.6734219,14285,0.1379999965429306
1651405172.0844197,14300,0.14000000059604645
1651405172.4984198,14315,0.14000000059604645
1651405175.4684198,14360,0.1420000046491623
1651405175.6054199,14365,0.1420000046491623
1651405176.4644196,14395,0.15199999511241913
1651405177.8024197,14405,0.14800000190734863
1651405177.9384198,14410,0.15199999511241913
1651405178.7694237,14440,0.15800000727176666
1651405179.18542,14455,0.15199999511241913
1651405179.3224201,14460,0.15399999916553497
1651405181.2154205,14485,0.164000004529953
1651405181.491424,14495,0.16200000047683716
1651405181.7624197,14505,0.1599999964237213
1651405182.1744244,14520,0.17000000178813934
1651405184.6754248,14565,0.18199999630451202
1651405185.3714197,14590,0.18400000035762787
1651405186.892424,14600,0.1860000044107437
1651405187.03142,14605,0.18799999356269836
1651405187.17242,14610,0.1899999976158142
1651405189.9664202,14665,0.1899999976158142
1651405191.9594202,14715,0.20800000429153442
1651405194.1664248,14755,0.20999999344348907
1651405197.7214198,14840,0.23000000417232513
1651405199.9214199,14875,0.2460000067949295
1651405200.069422,14880,0.2460000067949295
1651405200.4864194,14895,0.24400000274181366
1651405203.1474197,14945,0.25200000405311584
1651405203.9744196,14975,0.25999999046325684
1651405205.8264194,14995,0.2619999945163727
1651405206.5244195,15020,0.2639999985694885
1651405206.8054197,15030,0.2639999985694885
1651405208.3634205,15040,0.2619999945163727
1651405209.1174212,15050,0.2619999945163727
1651405209.4574199,15060,0.2619999945163727
1651405210.0184197,15080,0.2639999985694885
1651405210.1564205,15085,0.25600001215934753
1651405210.5724251,15100,0.2639999985694885
1651405212.4974198,15130,0.2540000081062317
1651405212.7774222,15140,0.257999986410141
1651405213.1974242,15155,0.25600001215934753
1651405215.4654202,15195,0.26600000262260437
1651405215.7474194,15205,0.257999986410141
1651405215.8864198,15210,0.25999999046325684
1651405216.0264242,15215,0.2540000081062317
1651405218.3834198,15255,0.2460000067949295
1651405221.7624223,15330,0.25
1651405222.0464196,15340,0.25200000405311584
1651405222.3324199,15350,0.25200000405311584
1651405223.8334198,15360,0.25200000405311584
1651405224.1244211,15370,0.25999999046325684
1651405226.0124202,15415,0.26600000262260437
1651405227.6624198,15435,0.257999986410141
1651405230.7274199,15500,0.2280000001192093
1651405231.3024223,15520,0.21799999475479126
1651405234.0064197,15570,0.21400000154972076
1651405235.28442,15615,0.2160000056028366
1651405239.8904197,15690,0.1979999989271164
1651405240.03242,15695,0.19599999487400055
1651405240.8764195,15725,0.19599999487400055
1651405241.0244195,15730,0.20200000703334808
1651405241.3124197,15740,0.20600000023841858
1651405243.4764197,15755,0.21199999749660492
1651405244.1934216,15780,0.20800000429153442
1651405244.631424,15795,0.20800000429153442
1651405244.7834196,15800,0.1979999989271164
1651405246.1544235,15810,0.19599999487400055
1651405249.7323186,15890,0.15600000321865082
1651405250.775409,15925,0.1599999964237213
1651405252.542409,15945,0.15800000727176666
1651405253.5546966,15980,0.1599999964237213
1651405253.7036967,15985,0.1599999964237213
1651405256.034625,16020,0.18000000715255737
1651405256.466625,16035,0.18199999630451202
1651405262.9689398,16155,0.20200000703334808
1651405263.4149396,16170,0.1979999989271164
1651405265.6799397,16205,0.21199999749660492
1651405266.1129444,16220,0.2199999988079071
1651405266.2579443,16225,0.21799999475479126
1651405266.5489433,16235,0.2160000056028366
1651405266.6929398,16240,0.21799999475479126
1651405268.96094,16275,0.2199999988079071
1651405269.2509398,16285,0.21799999475479126
1651405272.0969405,16340,0.23000000417232513
